"Date","Distress","External.factors","Personal.Illness","total.Humi","total.temp","total.wind","total.rain","total.dew","total.snow","snow_YN"
2014090819,"0","1","0",57.25,22.075,2.175,0,16.175,0,0
2014090915,"0","0","0",43.75,24.85,1.725,0,13.75,0,0
2014101112,"0","0","0",44.5,20.25,2.4,0,10,0,0
2014101112,"0","0","0",44.5,20.25,2.4,0,10,0,0
2014101116,"0","1","0",42,22.2,2.15,0,11.4,0,0
2014101116,"0","1","0",42,22.2,2.15,0,11.4,0,0
2014110213,"0","0","0",49.5,10.2,4.1,0,2.5,0,0
2014110213,"0","0","0",49.5,10.2,4.1,0,2.5,0,0
2014122013,"1","1","0",40.5,-2.35,2.775,0,-11.525,1.9,1
2015021814,"0","1","0",65.75,-0.1,1.175,0,-3.175,0,0
2015022011,"0","1","1",56.75,4.075,1.5,0,-2.5,0,0
2015030712,"0","1","0",27.5,5.35,1.4,0,-9.55,0,0
2015030723,"1","0","0",53.5,1.875,1.65,0,-4.95,0,0
2015030723,"1","0","0",53.5,1.875,1.65,0,-4.95,0,0
2015031716,"0","0","0",34.75,13.7,0.925,0,0.55,0,0
2015041012,"0","1","0",28.25,13.55,2.3,0,-2.65,0,0
2015052410,"0","1","0",28.5,21.675,0.625,0,3.15,0,0
2015061614,"0","0","0",46.25,26.575,2.625,0,17.475,0,0
2015062822,"1","0","0",61.75,21.55,1.275,0,16.025,0,0
2015070911,"0","0","0",60.75,23.6,2.925,0,18.05,0,0
2015072614,"0","1","0",66.25,27.25,1.325,0,23,0,0
2015080216,"1","0","0",66.75,27.075,2.35,0,22.6,0,0
2016032017,"1","0","0",35.25,12.025,2.25,0,-0.1,0,0
2016050119,"0","0","0",34,18.75,3.05,0,4.925,0,0
2016051312,"0","0","0",45.75,17.5,1.975,0,8.075,0,0
2016051620,"1","0","0",43.5,13.55,3.375,0,4.55,0,0
2016051911,"0","0","0",30.75,25.5,1.175,0,8.675,0,0
2016061113,"0","1","0",59.75,23.625,1.425,0,17.825,0,0
2016062314,"0","1","0",52.75,26.325,1.55,0,18.875,0,0
2016071010,"1","1","0",63.5,26.375,1.475,0,20.725,0,0
2016082310,"0","1","0",57.75,26.4,1.275,0,20.8,0,0
2016082710,"0","1","0",44,20.675,4.375,0,11.025,0,0
2016092216,"0","0","0",36.75,22.625,1.175,0,10.3,0,0
2017020511,"0","0","0",81.75,0.325,1.85,0,-0.1,0,0
2017030812,"0","0","0",36.25,0.225,3.25,0,-10.125,0,0
2017043010,"0","1","0",54,18.175,2.7,0,11.15,0,0
2017050715,"1","1","0",22.25,19.875,3.875,0,0.45,0,0
2017051917,"1","0","0",26.25,22.75,2.925,0,5.025,0,0
2017061815,"0","1","0",28.25,28.5,2.9,0,11.1,0,0
2017061818,"0","0","0",31.75,25.9,2.075,0,10.475,0,0
2017072917,"1","0","0",66.75,26.325,2.425,0,22.75,0,0
2017081209,"1","1","0",63,25.05,1.7,0,19.475,0,0
2017090914,"0","0","0",55,24.775,1.55,0,17.675,0,0
2017092820,"0","0","0",45.5,15.2,3.725,0,5.975,0,0
2017102614,"0","0","0",39,14.775,0.875,0,3.575,0,0
2017120608,"0","0","0",81.5,-5.175,1.275,0,-6.425,0.975,1
2018020615,"0","0","0",25.75,-8.85,3.125,0,-21.975,0,0
2018051315,"0","1","0",63.75,16.5,2.525,0,13.1,0,0
2018060313,"0","0","0",25.5,26.525,1.675,0,7.425,0,0
2018062415,"0","0","0",31.75,29.075,2.5,0,13.225,0,0
2018071615,"1","0","0",48.25,30.775,2.15,0,20.825,0,0
2018071807,"0","1","0",78.25,22.1,0.55,0,20.4,0,0
2018072621,"0","0","0",73.75,26.475,1.525,0,24.875,0,0
2018080411,"0","1","0",53.25,29.325,1.85,0,22.525,0,0
2018082107,"0","0","0",86.75,21.425,4.175,2,21.55,0,0
2018090214,"0","0","0",48.25,25.3,0.975,0,16.65,0,0
2018101416,"0","1","0",35.75,15.9,1.85,0,3.3,0,0
2018110414,"0","1","0",30.75,14.8,1.35,0,1.075,0,0
2018112515,"0","0","0",55.25,5.55,1.275,0,1.275,1.1,1
2015110207,"0","0","0",69.5,4.725,2.025,0,0.425,0,0
2016040116,"0","0","0",15.75,20.55,1.975,0,-4.05,0,0
2016120417,"1","0","0",51.25,6.15,1.5,0,-1.275,0,0
2017010802,"1","0","0",59.25,2.625,2.6,0,-2.325,0,0
2017012413,"0","0","0",35.25,-6.175,1.65,0,-16.6,2,1
2017030516,"0","0","0",49,7.325,2.05,0,-0.75,0,0
2017050815,"0","0","0",40.75,19.45,2.575,0,8.625,0,0
2017100318,"1","0","0",53,16.55,2.775,0,9.25,0,0
2018010107,"0","1","0",62.5,-6.75,2.875,0,-10.95,0,0
2018072817,"0","0","0",83.75,27.15,1.7,0,25.075,0,0
2018073015,"0","0","0",45.25,31.975,1.45,0,21.475,0,0
2018081811,"1","0","0",37.75,25.575,1.025,0,12.55,0,0
2018090811,"0","0","0",45.5,21.075,2.45,0,11.35,0,0
2018092511,"0","0","0",45.75,17.325,1.3,0,7.6,0,0
2018100208,"0","0","0",74.5,10.15,1.425,0,7.075,0,0
2018102013,"0","0","0",29.75,16.025,1.125,0,0.85,0,0
2018121810,"0","1","0",59.25,-0.9,2.15,0,-6.2,0,0
2013012017,"0","0","0",44.75,2.625,2.95,0,-6.525,2.3,1
2013030916,"0","0","0",25.5,20.925,5.15,0,2.65,0,0
2013031904,"1","0","0",82,3.675,3.3,0,3.1,0,0
2013051420,"0","0","0",49.5,19.25,2.35,0,10.6,0,0
2013071315,"0","1","0",82.75,23.475,1.675,0.125,23.125,0,0
2013071904,"0","1","0",92.5,21.85,2.4,0,22.25,0,0
2013101308,"0","0","0",82.75,12.675,1.575,0,9.625,0,0
2013110512,"0","1","0",45.5,15.175,1.4,0,4.2,0,0
2013110915,"0","1","0",61.5,11.95,1.2,0.25,6.475,0,0
2013120114,"0","1","0",44.75,5.225,2.05,0,-3,0,0
2013121510,"0","1","0",47.25,-6.025,2.275,0,-13.15,5.1,1
2014012510,"0","1","0",79,5.025,2.325,0,2.925,0,0
2014021613,"0","0","0",43,4.05,1.4,0,-5.65,0,0
2014040412,"0","0","0",39.5,7.6,3.2,0,-3.45,0,0
2014040817,"0","0","0",20.75,16.55,2.65,0,-3.625,0,0
2014071216,"0","0","0",62,24.9,2,0,20.375,0,0
2014081014,"0","0","0",75,23.225,2.675,0,21.7,0,0
2014092016,"0","0","0",28.5,24.225,1.225,0,7.35,0,0
2014100915,"1","0","0",36.25,21.6,2.075,0,8.775,0,0
2014101118,"0","1","0",49.5,19.1,2.225,0,11.675,0,0
2014110118,"1","0","0",69,14.3,2.575,0,11.25,0,0
2014111718,"0","0","0",58.75,4.3,2.075,0,0.075,0,0
2014121412,"0","0","0",36.25,-4,2.025,0,-13.925,0,0
2015010611,"0","0","0",45.25,-5.225,3.45,0,-12.45,0,0
2015011312,"0","1","0",36.5,1.175,1.6,0,-10.9,0,0
2015020814,"0","1","0",25.5,-9.05,3.35,0,-23.5,0,0
2013032915,"0","1","0",14.5,7.925,2.975,0,-15.475,0,0
2013090320,"1","1","0",45.25,18.4,2.55,0,8.625,0,0
2014071216,"0","0","0",62,24.9,2,0,20.375,0,0
2014071319,"0","0","0",78.75,24.3,2.225,0,21.525,0,0
2014072807,"0","0","0",92.75,20.275,1.075,0,20.725,0,0
2014092815,"0","0","0",67.75,21.625,1.275,0,18.25,0,0
2015101815,"0","0","0",39.75,21.075,1.35,0,9.1,0,0
2015101816,"0","0","0",45.25,20.1,2.2,0,10.525,0,0
2016013113,"0","0","0",27,-2.6,2.225,0,-17.55,0,0
2016071510,"0","1","0",53.5,24.425,2.85,0,17.35,0,0
2017092416,"0","0","0",60.75,23.775,2.25,0,18.375,0,0
2018120211,"0","0","0",54.25,8.575,2.05,0,0.1,0,0
2017061114,"0","0","0",20.75,25.675,2.3,0,3.4,0,0
2014022212,"1","0","0",37.25,2.8,1.35,0,-8.425,0,0
2014022212,"1","0","0",37.25,2.8,1.35,0,-8.425,0,0
2016073017,"0","1","0",59.75,29.45,2,0,22.95,0,0
2016100114,"0","1","0",61.75,21.7,1.275,0,15.9,0,0
2016100117,"0","1","0",64.25,20.65,1.6,0,16.1,0,0
2017040718,"1","1","0",50,18.375,1.425,0,9.4,0,0
2017061811,"1","1","0",35,25.45,1.3,0,10.525,0,0
2018092613,"1","1","0",40.5,18.725,2.875,0,8.3,0,0
2017102310,"0","0","0",42.5,11.225,1.85,0,1.7,0,0
2015080117,"0","0","0",63.75,28.575,2.325,0,23.75,0,0
2015030715,"0","1","0",20,7.625,1.975,0,-11.2,0,0
2015040416,"0","0","0",49.25,13.3,1.225,1,4.85,0,0
2015053118,"1","1","0",33,24.275,1.9,0,9.625,0,0
2015060709,"0","1","0",57,19.85,1.475,0,13.525,0,0
2015060918,"0","0","0",50.75,22.05,2.925,0,14.85,0,0
2015062123,"1","0","0",78.5,19.375,2,0,18.025,0,0
2015062210,"0","0","0",53.5,22.5,0.975,0,14.775,0,0
2015081010,"1","0","0",71.75,24.85,0.725,0,21.175,0,0
2015100716,"0","0","0",47,20.65,1.675,0,11.875,0,0
2015102614,"0","1","0",48,16.375,1.675,0,7.725,0,0
2015103116,"0","0","0",30.5,8.8,1.45,0,-4.85,0,0
2015111320,"1","0","0",94.75,9.55,4.9,1.25,10,0,0
2015120117,"0","0","0",36.75,5.625,1.7,0,-5.15,0,0
2016041117,"0","0","0",22.25,15.65,1.2,0,-3.625,0,0
2016071510,"0","0","0",53.5,24.425,2.85,0,17.35,0,0
2016093015,"0","0","0",67,19.425,1.475,0.125,15.3,0,0
2016100118,"1","0","0",66.5,19.975,1.325,0,15.925,0,0
2016111914,"0","1","0",67.25,14.225,2.725,0,10.175,0,0
2017010811,"0","0","0",53.5,6.25,3,0,0.425,0,0
2017020914,"1","1","0",33.75,-5,3.975,0,-15.65,0,0
2017021211,"0","1","0",38.75,-2.7,1.325,0,-11.9,0,0
2017030516,"1","0","0",49,7.325,2.05,0,-0.75,0,0
2017061114,"0","0","0",20.75,25.675,2.3,0,3.4,0,0
2017062513,"1","1","0",53.75,24.4,1.525,0,17.775,0,0
2017072308,"0","0","0",90,24.175,3.125,12,25.025,0,0
2017092313,"0","0","0",65.5,22.05,1.4,0,18.45,0,0
2017102310,"0","0","0",42.5,11.225,1.85,0,1.7,0,0
2018010115,"1","0","0",29,0.075,2.05,0,-13,0,0
2018062509,"0","0","0",60.5,24.65,0.875,0,17.05,0,0
2018071516,"1","1","0",52.25,30.25,1.75,0,22,0,0
2018100715,"0","0","0",41,18.675,2.425,0,6.825,0,0
2018110413,"0","1","0",29.75,14.35,1.7,0,-0.125,0,0
2013021217,"0","0","0",60.75,-4.825,2.4,0,-8.725,10,1
2013042714,"0","0","0",28.75,14.975,3.375,0,-0.9,0,0
2013042714,"0","0","0",28.75,14.975,3.375,0,-0.9,0,0
2013053110,"0","0","0",44,20.15,1.45,0,7.625,0,0
2013053113,"0","1","0",31.5,22.95,1.9,0,5.925,0,0
2013121401,"1","0","0",69.5,-8.55,1.65,0,-11.15,4.5,1
2014012611,"0","1","0",41.75,-2.95,1.65,0,-12.9,0,0
2014041810,"0","0","0",60.5,11.65,2.35,0,6.8,0,0
2014062216,"0","0","0",54.5,25.4,1.775,0,18.325,0,0
2016051608,"0","0","0",79.75,10.75,3.9,0.125,9.05,0,0
2018090409,"0","1","0",85,20.4,1.65,0,19.275,0,0
2014110410,"0","0","0",58,10.325,1.025,0,3.05,0,0
2015071711,"0","1","0",45.75,23.4,1.525,0,12.575,0,0
2017100810,"0","0","0",64,20.425,0.9,0,16.25,0,0
2013042714,"0","1","0",28.75,14.975,3.375,0,-0.9,0,0
2013042714,"0","1","0",28.75,14.975,3.375,0,-0.9,0,0
2015092815,"0","1","0",22.5,24.65,1.05,0,4.7,0,0
2016072518,"0","1","0",64.25,27.45,1.975,0,23.425,0,0
2016091111,"0","0","0",64.75,22.775,0.975,0,18.375,0,0
2017100318,"1","0","0",53,16.55,2.775,0,9.25,0,0
2018082209,"0","1","0",58.75,25.85,2.2,0,19.45,0,0
2015030109,"0","0","0",73.75,-0.975,2.825,0,-2.675,0,0
2016062023,"0","1","0",71.25,21.475,2.75,0,18.325,0,0
2016072518,"0","0","0",64.25,27.45,1.975,0,23.425,0,0
2016091111,"0","0","0",64.75,22.775,0.975,0,18.375,0,0
2018100310,"0","0","0",58,15.75,0.875,0,8.825,0,0
2013010910,"0","1","0",43.25,-10.925,2.95,0,-19.15,7.625,1
2013011614,"0","1","0",64.25,-1.65,2.4,0,-5.775,3.8,1
2013011614,"0","1","0",64.25,-1.65,2.4,0,-5.775,3.8,1
2013011813,"0","0","0",30,-3.375,1.3,0,-16.9,3.6,1
2013020211,"0","1","0",55,-2.5,1.8,0,-7.8,0,0
2013020211,"0","1","0",55,-2.5,1.8,0,-7.8,0,0
2013020701,"0","1","0",70.25,-5.15,2.4,0,-6.975,12.9,1
2013040712,"0","1","0",48,2.675,3.475,0,-4.35,0,0
2013040712,"0","1","0",48,2.675,3.475,0,-4.35,0,0
2013042119,"0","0","0",47,8.15,4.025,0,-0.15,0,0
2013042119,"0","0","0",47,8.15,4.025,0,-0.15,0,0
2013042418,"0","1","0",49,12.95,1.85,0,4.925,0,0
2013042420,"0","0","0",63.25,9.675,3.05,0,5.675,0,0
2013042420,"0","0","0",63.25,9.675,3.05,0,5.675,0,0
2013042717,"1","1","0",46.25,11.45,4.55,0,2.2,0,0
2013042717,"1","1","0",46.25,11.45,4.55,0,2.2,0,0
2013042811,"1","1","0",38,15.425,3.4,0,2.55,0,0
2013042811,"1","1","0",38,15.425,3.4,0,2.55,0,0
2013050416,"1","1","0",36.25,17.125,2.975,0,4.075,0,0
2013050416,"1","1","0",36.25,17.125,2.975,0,4.075,0,0
2013052517,"1","0","0",35.5,27.75,2.125,0,13.1,0,0
2013052611,"0","1","0",40,23.725,0.8,0,11.2,0,0
2013052611,"0","1","0",40,23.725,0.8,0,11.2,0,0
2013060720,"1","0","0",42,22.25,1.85,0,11.95,0,0
2013060720,"1","0","0",42,22.25,1.85,0,11.95,0,0
2013061002,"0","0","0",48.25,19.025,3.175,0,11.375,0,0
2013061419,"0","1","0",66,22.65,2.1,0,18.15,0,0
2013061419,"0","1","0",66,22.65,2.1,0,18.15,0,0
2013062410,"0","1","0",69.25,20.475,0.9,0,17,0,0
2013062711,"0","1","0",58.5,25.05,0.65,0,17.975,0,0
2013072614,"1","0","0",59.25,28.1,2.55,0,21.225,0,0
2013072614,"1","0","0",59.25,28.1,2.55,0,21.225,0,0
2013080316,"0","1","0",60,28.1,2.4,0.125,23.075,0,0
2013080316,"0","1","0",60,28.1,2.4,0.125,23.075,0,0
2013091021,"1","0","0",80.75,18.075,1.65,0.875,17.225,0,0
2013091921,"1","0","0",69.75,21.275,1.425,0,17.875,0,0
2013091921,"1","0","0",69.75,21.275,1.425,0,17.875,0,0
2013092211,"0","1","1",60,21.55,3.525,0,16.175,0,0
2013100514,"0","1","0",30.75,23.35,2.075,0,6.2,0,0
2013100514,"0","1","0",30.75,23.35,2.075,0,6.2,0,0
2013101315,"0","0","0",37,19.45,1.275,0,7.375,0,0
2013101315,"0","0","0",37,19.45,1.275,0,7.375,0,0
2013101506,"1","1","0",80.5,13.025,3,0,11.275,0,0
2013101506,"1","1","0",80.5,13.025,3,0,11.275,0,0
2013101716,"1","1","0",29.5,15.375,0.725,0,-0.125,0,0
2013101716,"1","1","0",29.5,15.375,0.725,0,-0.125,0,0
2013102918,"1","0","0",78.75,12.3,2.425,0.125,10.95,0,0
2013103014,"0","1","0",42.25,13.4,1.075,0,2.825,0,0
2013110312,"1","1","0",76,12.475,0.825,0,8.375,0,0
2013110312,"1","1","0",76,12.475,0.825,0,8.375,0,0
2013112001,"0","0","0",61.75,-2.625,3.35,0,-6.775,0,0
2013112106,"0","0","0",64.5,-2.275,2.125,0,-7.35,0,0
2013122222,"1","0","0",66,-2.7,1.725,0,-6.45,0,0
2013122411,"0","1","0",55.5,-1.15,0.725,0,-8.1,0,0
2013122609,"0","1","0",76,-2.275,1.725,0,-4.05,0,0
2013122609,"0","1","0",76,-2.275,1.725,0,-4.05,0,0
2014010107,"1","1","1",60.25,-0.85,3.1,0,-6.15,0,0
2014011113,"1","0","0",24.25,-1.1,1.6,0,-18.55,0,0
2014011212,"0","1","0",54.75,-0.85,3.875,0,-6.8,0,0
2014011507,"0","1","0",56.5,-8.5,2.725,0,-15.175,0,0
2014011919,"1","0","0",46.25,-2.9,2.075,0,-10.6,0,0
2014011919,"1","0","0",46.25,-2.9,2.075,0,-10.6,0,0
2014012418,"0","0","0",62.75,4.9,3.25,0,-0.675,0,0
2014012418,"0","0","0",62.75,4.9,3.25,0,-0.675,0,0
2014012709,"0","0","0",63,-3.65,2.375,0,-10.475,0,0
2014020718,"1","1","0",45.5,2.7,3.2,0,-5.85,0,0
2014020718,"1","1","0",45.5,2.7,3.2,0,-5.85,0,0
2014021517,"0","0","0",33.75,4.55,2.2,0,-7.15,0,0
2014021517,"0","0","0",33.75,4.55,2.2,0,-7.15,0,0
2014030913,"1","1","0",34.75,1.55,4.3,0,-10.75,0,0
2014030913,"1","1","0",34.75,1.55,4.3,0,-10.75,0,0
2014031613,"0","0","0",46,13.4,2.025,0,4.475,0,0
2014031613,"0","0","0",46,13.4,2.025,0,4.475,0,0
2014032211,"0","1","0",58.75,7.25,2.625,0,2.3,0,0
2014032211,"0","1","0",58.75,7.25,2.625,0,2.3,0,0
2014032314,"0","1","0",38,13.75,2.875,0,1.2,0,0
2014032416,"0","1","0",51.5,12.25,2.35,0,4.8,0,0
2014033012,"0","1","0",51.25,13.7,2.9,0,7.325,0,0
2014033012,"0","1","0",51.25,13.7,2.9,0,7.325,0,0
2014040107,"1","0","0",63.25,9.1,2.325,0,1.75,0,0
2014040313,"1","0","0",67,11.425,1.725,0.125,6.6,0,0
2014040313,"1","0","0",67,11.425,1.725,0.125,6.6,0,0
2014040515,"1","1","0",61.25,3.925,3.7,0.25,0.825,0,0
2014040515,"1","1","0",61.25,3.925,3.7,0.25,0.825,0,0
2014040716,"1","0","0",42.25,13.35,3.3,0,3.5,0,0
2014040716,"1","0","0",42.25,13.35,3.3,0,3.5,0,0
2014042011,"0","0","0",37.75,15.1,1.4,0,2.675,0,0
2014042018,"0","0","0",45.25,14.75,2.075,0,5.625,0,0
2014042018,"0","0","0",45.25,14.75,2.075,0,5.625,0,0
2014050414,"0","0","0",30.75,17.275,4.5,0,2.175,0,0
2014051011,"0","1","0",31.75,20.075,1.7,0,5.2,0,0
2014051011,"0","1","0",31.75,20.075,1.7,0,5.2,0,0
2014052812,"0","1","0",48.75,24.725,2.05,0,16,0,0
2014052812,"0","1","0",48.75,24.725,2.05,0,16,0,0
2014053111,"0","0","0",38.25,27.225,1.375,0,13.575,0,0
2014053111,"0","0","0",38.25,27.225,1.375,0,13.575,0,0
2014060516,"0","1","0",62,20.775,1.775,0.125,16.025,0,0
2014060521,"1","1","0",63.5,18.725,1.3,0,14.9,0,0
2014060521,"1","1","0",63.5,18.725,1.3,0,14.9,0,0
2014060712,"0","1","0",57.25,24.275,1.4,0,17.5,0,0
2014060712,"0","1","0",57.25,24.275,1.4,0,17.5,0,0
2014060916,"0","0","0",63.25,24.425,1.85,0,18.6,0,0
2014060916,"0","0","0",63.25,24.425,1.85,0,18.6,0,0
2014061412,"1","0","0",61,22.65,2.225,0,17.45,0,0
2014061412,"1","0","0",61,22.65,2.225,0,17.45,0,0
2014061418,"0","1","0",58,22.425,2.875,0,17.15,0,0
2014062213,"0","0","0",58.75,24.3,1.325,0,18.725,0,0
2014070608,"0","1","0",77.5,21.025,2.525,0.125,19.475,0,0
2014071314,"0","1","0",60.25,26.825,2.875,0,19.85,0,0
2014071314,"0","1","0",60.25,26.825,2.875,0,19.85,0,0
2014072011,"0","1","0",68,26.825,0.725,0,22.375,0,0
2014090212,"0","0","0",64.25,22.45,2.625,0,17.8,0,0
2014090212,"0","0","0",64.25,22.45,2.625,0,17.8,0,0
2014090218,"1","0","0",70.5,21.1,1.65,0.125,18.35,0,0
2014090413,"1","1","0",59.5,22.9,2.25,0,17.7,0,0
2014090413,"1","1","0",59.5,22.9,2.25,0,17.7,0,0
2014091411,"0","0","0",52.75,22.525,0.925,0,14.25,0,0
2014091411,"0","0","0",52.75,22.525,0.925,0,14.25,0,0
2014091414,"0","1","0",44,24.15,1.075,0,14.35,0,0
2014091707,"0","0","0",59.75,16.75,0.875,0,9.525,0,0
2014092113,"0","1","0",56.75,20.325,0.65,0,14.025,0,0
2014101811,"0","1","0",54,16.05,0.775,0,8.275,0,0
2014101914,"0","1","0",40.5,19.85,0.975,0,8.2,0,0
2014101914,"0","1","0",40.5,19.85,0.975,0,8.2,0,0
2014110118,"0","0","0",69,14.3,2.575,0,11.25,0,0
2014110118,"0","0","0",69,14.3,2.575,0,11.25,0,0
2014111007,"0","1","0",75,2.85,2.4,0,-0.875,0,0
2014111717,"0","1","0",54,5.575,2.525,0,0,0,0
2014111717,"0","1","0",54,5.575,2.525,0,0,0,0
2014112414,"0","1","0",53.25,9.5,2.675,0.375,1.475,0,0
2014112414,"0","1","0",53.25,9.5,2.675,0.375,1.475,0,0
2014122514,"0","1","0",37,-1.125,3.575,0,-11.625,0,0
2014122714,"0","0","0",32.25,1.65,1.675,0,-10.675,0,0
2014122812,"0","0","0",54,0.3,1.35,0,-7.525,0,0
2014122812,"0","0","0",54,0.3,1.35,0,-7.525,0,0
2014122817,"0","1","0",63.75,-0.125,1.775,0,-4.15,0,0
2014122817,"0","1","0",63.75,-0.125,1.775,0,-4.15,0,0
2014122908,"0","0","0",78.25,-0.75,1.35,0,-2.875,0,0
2014122908,"0","0","0",78.25,-0.75,1.35,0,-2.875,0,0
2015010109,"0","0","0",46,-11.05,3.525,0,-18.625,0.5,1
2015010115,"0","0","0",37,-7.025,2.7,0,-16.725,0,0
2015010412,"0","1","0",61.5,2.25,1.65,0,-2.9,0,0
2015011113,"0","1","0",47.25,-1.325,2.6,0,-8.325,0,0
2015011313,"0","1","0",33,2.95,1.175,0,-10.475,0,0
2015020209,"0","1","0",61.75,-4.55,0.725,0,-10.325,0,0
2015020812,"0","1","0",30.5,-10.325,4.025,0,-22.7,0,0
2013021422,"0","0","0",60,-1.125,2.025,0,-5.475,0,0
2013021422,"0","0","0",60,-1.125,2.025,0,-5.475,0,0
2013092706,"0","0","0",72,10.425,1.325,0,5.775,0,0
2013092706,"0","0","0",72,10.425,1.325,0,5.775,0,0
2014060521,"0","0","0",63.5,18.725,1.3,0,14.9,0,0
2014060521,"0","0","0",63.5,18.725,1.3,0,14.9,0,0
2014060622,"0","0","0",66,20.625,1.925,0,16.25,0,0
2014060622,"0","0","0",66,20.625,1.925,0,16.25,0,0
2016052507,"0","0","0",85,14.525,2.15,0,12.975,0,0
2016061920,"0","0","0",66,21.125,2.5,0,18.075,0,0
2016071016,"1","0","0",54.75,28.75,1.65,0,21.425,0,0
2016091719,"0","0","0",65.5,21.4,2.85,0.125,16.65,0,0
2016120909,"0","0","0",81.25,0.775,3.675,0,-0.25,0,0
2013052312,"0","0","0",46.5,24.625,1.1,0,13.95,0,0
2013072614,"0","0","0",59.25,28.1,2.55,0,21.225,0,0
2014102614,"0","0","0",67,16.675,2.3,0,13.2,0,0
2014102614,"0","0","0",67,16.675,2.3,0,13.2,0,0
2015041817,"0","0","0",19,19.425,1.175,0,-3,0,0
2015112312,"0","1","0",79.25,8.2,1.575,0,6.4,0,0
2016011013,"0","1","0",33,0.775,2.55,0,-11.65,0,0
2016022415,"0","1","0",29.5,-1,2.625,0,-14.15,0,0
2016030616,"0","0","0",24.5,10.475,2.2,0,-7.25,0,0
2016040216,"0","0","0",23.25,17.925,3.725,0,-0.8,0,0
2018070818,"0","0","0",53.25,22.2,1.4,0,15.75,0,0
2018082510,"0","0","0",68.5,22.65,2.1,0,20.075,0,0
2015031120,"0","0","0",30.25,-1.675,3.725,0,-14.45,0,0
2015031515,"1","0","0",20.5,9.8,2.075,0,-9.225,0,0
2015032918,"0","0","0",54.5,12.8,1.45,0,6.1,0,0
2015040415,"0","1","0",38.75,14.875,1.575,0,3.1,0,0
2015042112,"0","0","0",38.25,16.8,1.4,0,3.525,0,0
2015061210,"0","1","0",65.25,19.825,2.125,0,16.325,0,0
2015062114,"0","1","0",44.75,24.075,0.85,0,14.3,0,0
2015062809,"1","1","0",63.75,23.325,0.85,0,17.75,0,0
2015070714,"0","0","0",52,23.525,2.525,0.125,15.825,0,0
2015080613,"1","0","0",50,31.625,1.25,0,21.35,0,0
2015082216,"0","0","0",54.25,25.5,1.7,0,18.325,0,0
2015091217,"0","0","0",44.5,19.575,1.25,0,8.1,0,0
2015091304,"1","0","0",75.25,13.225,2.725,0,10.825,0,0
2015091311,"0","1","0",42.75,18.8,2.55,0,7.9,0,0
2015092820,"1","0","0",37,20.225,1.975,0,7.325,0,0
2015101209,"0","1","0",73,8.35,3.075,0,5.825,0,0
2015112609,"1","1","0",67,-3.825,2.9,0.125,-7.275,0,0
2015122216,"0","1","0",49.25,4.825,1.725,0,-2.475,0,0
2015122814,"0","0","0",28.75,-4,2.75,0,-16.95,0,0
2015123011,"0","0","0",53.25,-0.1,1.975,0,-7.975,0,0
2016010108,"0","1","0",89.75,-2.75,2.075,0,-4.025,0,0
2016011013,"0","0","0",33,0.775,2.55,0,-11.65,0,0
2016020616,"0","1","0",27.5,-1,2.875,0,-15.125,0,0
2016020918,"0","1","0",44,0.875,2.725,0,-7.7,0,0
2016021513,"1","1","0",31.25,-7.075,2.625,0,-18.475,0,0
2016022712,"0","1","0",57.25,2.975,1.15,0,-1.875,0,0
2016030616,"0","0","0",24.5,10.475,2.2,0,-7.25,0,0
2016031618,"1","0","0",23.5,9,2,0,-8.5,0,0
2016032008,"0","0","0",73.75,5.075,0.675,0,1.325,0,0
2016032119,"0","0","0",46,8.2,3.2,0,0.325,0,0
2016032814,"0","0","0",19.5,13.2,2.125,0,-7.225,0,0
2016033118,"0","0","0",19.75,16.325,1.675,0,-4.525,0,0
2016042413,"0","1","0",20,18.7,1.4,0,-2.7,0,0
2016050210,"0","0","0",49.5,20.35,2.15,0,11.95,0,0
2016050716,"1","0","0",32.75,19.625,3.175,0,4.9,0,0
2016050917,"0","1","0",40,19.075,3.15,0,8.25,0,0
2016052916,"0","0","0",38.75,24.525,2,0,11.875,0,0
2016060715,"0","1","0",60.5,22.35,1.35,0,16.325,0,0
2016071016,"0","1","0",54.75,28.75,1.65,0,21.425,0,0
2016071509,"0","1","0",58.25,23.575,2.825,0,17.1,0,0
2016072420,"1","1","0",78.25,25.4,1.275,0,24.775,0,0
2016083019,"1","0","0",64,18.475,4.275,0,13.65,0,0
2016091113,"0","1","0",54.5,24.25,1.125,0,17.475,0,0
2016091715,"0","1","0",59.25,22.825,4.1,0.125,16.5,0,0
2016100110,"0","1","0",77.5,18.525,0.925,0,15.725,0,0
2016101618,"0","1","0",84,14.35,1.45,0,14.3,0,0
2016102310,"0","0","0",59.5,12.25,3.75,0,7.4,0,0
2016110216,"0","1","0",50.5,5.425,2.775,0,-1.225,0,0
2016110217,"0","1","0",58.75,4.225,1.775,0,-0.35,0,0
2016110415,"1","0","0",61,12.925,2.65,0,8,0,0
2016110418,"1","1","0",68.75,11.525,3.775,0,8.575,0,0
2016111214,"0","0","1",47.5,13.25,3.2,0,5.325,0,0
2016111714,"0","1","0",39.25,11.15,1.95,0,1.3,0,0
2016112012,"1","0","0",46.5,10.4,2.8,0,1.5,0,0
2016120215,"0","0","0",26.25,4.6,2.05,0,-10.675,0,0
2016120909,"1","0","0",81.25,0.775,3.675,0,-0.25,0,0
